cutoff,sleep_mean,diff
25,14.51686161322431,7.5641717606743795
25.1,14.3749467326547,7.4222568801047695
25.2,14.3749467326547,7.4222568801047695
25.3,14.3749467326547,7.4222568801047695
25.4,14.3749467326547,7.4222568801047695
25.5,14.37059665118486,7.41790679863493
25.6,14.37059665118486,7.41790679863493
25.7,14.37059665118486,7.41790679863493
25.8,14.37059665118486,7.41790679863493
25.9,14.230736212392499,7.278046359842569
26,14.230736212392499,7.278046359842569
26.1,14.230736212392499,7.278046359842569
26.2,14.230736212392499,7.278046359842569
26.3,14.230736212392499,7.278046359842569
26.4,14.226239367138115,7.273549514588185
26.5,14.226239367138115,7.273549514588185
26.6,14.226239367138115,7.273549514588185
26.7,14.089498554006976,7.1368087014570465
26.8,14.089498554006976,7.1368087014570465
26.9,14.089498554006976,7.1368087014570465
27,14.089498554006976,7.1368087014570465
27.1,14.089498554006976,7.1368087014570465
27.2,14.089498554006976,7.1368087014570465
27.3,14.084453321068276,7.131763468518346
27.4,14.084453321068276,7.131763468518346
27.5,14.084453321068276,7.131763468518346
27.6,13.952153282322088,6.999463429772159
27.7,13.952153282322088,6.999463429772159
27.8,13.952153282322088,6.999463429772159
27.9,13.952153282322088,6.999463429772159
28,13.952153282322088,6.999463429772159
28.1,13.952153282322088,6.999463429772159
28.2,13.947471010678633,6.994781158128704
28.3,13.947471010678633,6.994781158128704
28.4,13.818824707836898,6.866134855286968
28.5,13.818824707836898,6.866134855286968
28.6,13.818824707836898,6.866134855286968
28.7,13.818824707836898,6.866134855286968
28.8,13.818824707836898,6.866134855286968
28.9,13.818824707836898,6.866134855286968
29,13.818824707836898,6.866134855286968
29.1,13.814362111087135,6.861672258537205
29.2,13.687355847032192,6.734665994482262
29.3,13.687355847032192,6.734665994482262
29.4,13.687355847032192,6.734665994482262
29.5,13.687355847032192,6.734665994482262
29.6,13.687355847032192,6.734665994482262
29.7,13.687355847032192,6.734665994482262
29.8,13.687355847032192,6.734665994482262
29.9,13.687355847032192,6.734665994482262
30,13.687355847032192,6.734665994482262
30.1,13.560140547929894,6.607450695379964
30.2,13.560140547929894,6.607450695379964
30.3,13.560140547929894,6.607450695379964
30.4,13.560140547929894,6.607450695379964
30.5,13.560140547929894,6.607450695379964
30.6,13.560140547929894,6.607450695379964
30.7,13.560140547929894,6.607450695379964
30.8,13.560140547929894,6.607450695379964
30.9,13.440393214510554,6.487703361960624
31,13.43556010193718,6.48287024938725
31.1,13.43556010193718,6.48287024938725
31.2,13.43556010193718,6.48287024938725
31.3,13.43556010193718,6.48287024938725
31.4,13.43556010193718,6.48287024938725
31.5,13.43556010193718,6.48287024938725
31.6,13.43556010193718,6.48287024938725
31.7,13.317955056081257,6.365265203531327
31.8,13.317955056081257,6.365265203531327
31.9,13.313193145303543,6.360503292753614
32,13.313193145303543,6.360503292753614
32.1,13.313193145303543,6.360503292753614
32.2,13.313193145303543,6.360503292753614
32.3,13.313193145303543,6.360503292753614
32.4,13.313193145303543,6.360503292753614
32.5,13.313193145303543,6.360503292753614
32.6,13.200638874625474,6.247949022075544
32.7,13.200638874625474,6.247949022075544
32.8,13.194867621475355,6.242177768925425
32.9,13.194867621475355,6.242177768925425
33,13.194867621475355,6.242177768925425
33.1,13.194867621475355,6.242177768925425
33.2,13.194867621475355,6.242177768925425
33.3,13.194867621475355,6.242177768925425
33.4,13.084682015954407,6.131992163404477
33.5,13.084682015954407,6.131992163404477
33.6,13.084682015954407,6.131992163404477
33.7,13.080476034911705,6.127786182361775
33.8,13.080476034911705,6.127786182361775
33.9,13.080476034911705,6.127786182361775
34,13.080476034911705,6.127786182361775
34.1,13.080476034911705,6.127786182361775
34.2,12.971603846716237,6.018913994166307
34.3,12.971603846716237,6.018913994166307
34.4,12.971603846716237,6.018913994166307
34.5,12.971603846716237,6.018913994166307
34.6,12.967129783352277,6.0144399308023475
34.7,12.967129783352277,6.0144399308023475
34.8,12.967129783352277,6.0144399308023475
34.9,12.967129783352277,6.0144399308023475
35,12.967129783352277,6.0144399308023475
35.1,12.861841542667992,5.909151690118063
35.2,12.861841542667992,5.909151690118063
35.3,12.861841542667992,5.909151690118063
35.4,12.861841542667992,5.909151690118063
35.5,12.857454940660071,5.904765088110142
35.6,12.857454940660071,5.904765088110142
35.7,12.857454940660071,5.904765088110142
35.8,12.857454940660071,5.904765088110142
35.9,12.754592852936806,5.801903000386877
36,12.754592852936806,5.801903000386877
36.1,12.754592852936806,5.801903000386877
36.2,12.754592852936806,5.801903000386877
36.3,12.754592852936806,5.801903000386877
36.4,12.749650874727307,5.796961022177377
36.5,12.749650874727307,5.796961022177377
36.6,12.749650874727307,5.796961022177377
36.7,12.650463112993227,5.697773260443298
36.8,12.650463112993227,5.697773260443298
36.9,12.650463112993227,5.697773260443298
37,12.650463112993227,5.697773260443298
37.1,12.650463112993227,5.697773260443298
37.2,12.650463112993227,5.697773260443298
37.3,12.64585670614774,5.69316685359781
37.4,12.64585670614774,5.69316685359781
37.5,12.64585670614774,5.69316685359781
37.6,12.543875194851065,5.591185342301135
37.7,12.543875194851065,5.591185342301135
37.8,12.543875194851065,5.591185342301135
37.9,12.543875194851065,5.591185342301135
38,12.543875194851065,5.591185342301135
38.1,12.543875194851065,5.591185342301135
38.2,12.539501119573465,5.586811267023536
38.3,12.539501119573465,5.586811267023536
38.4,12.442911501025424,5.490221648475495
38.5,12.442911501025424,5.490221648475495
38.6,12.442911501025424,5.490221648475495
38.7,12.442911501025424,5.490221648475495
38.8,12.442911501025424,5.490221648475495
38.9,12.442911501025424,5.490221648475495
39,12.442911501025424,5.490221648475495
39.1,12.438225275708717,5.485535423158788
39.2,12.342126716443792,5.389436863893862
39.3,12.342126716443792,5.389436863893862
39.4,12.342126716443792,5.389436863893862
39.5,12.342126716443792,5.389436863893862
39.6,12.342126716443792,5.389436863893862
39.7,12.342126716443792,5.389436863893862
39.8,12.342126716443792,5.389436863893862
39.9,12.342126716443792,5.389436863893862
40,12.342126716443792,5.389436863893862
40.1,12.241385175642616,5.2886953230926865
40.2,12.241385175642616,5.2886953230926865
40.3,12.241385175642616,5.2886953230926865
40.4,12.241385175642616,5.2886953230926865
40.5,12.241385175642616,5.2886953230926865
40.6,12.241385175642616,5.2886953230926865
40.7,12.241385175642616,5.2886953230926865
40.8,12.241385175642616,5.2886953230926865
40.9,12.149592271910752,5.196902419360822
41,12.144423048788985,5.191733196239055
41.1,12.144423048788985,5.191733196239055
41.2,12.144423048788985,5.191733196239055
41.3,12.144423048788985,5.191733196239055
41.400000000000006,12.144423048788985,5.191733196239055
41.5,12.144423048788985,5.191733196239055
41.6,12.144423048788985,5.191733196239055
41.7,12.055689125360965,5.102999272811036
41.8,12.055689125360965,5.102999272811036
41.900000000000006,12.05115517891961,5.09846532636968
42,12.05115517891961,5.09846532636968
42.1,12.05115517891961,5.09846532636968
42.2,12.05115517891961,5.09846532636968
42.3,12.05115517891961,5.09846532636968
42.400000000000006,12.05115517891961,5.09846532636968
42.5,12.05115517891961,5.09846532636968
42.6,11.962454131231045,5.009764278681115
42.7,11.962454131231045,5.009764278681115
