cutoff,sleep_mean,diff
41.2000,12.1444,5.1918
41.3000,12.1444,5.1918
41.4000,12.1444,5.1918
41.5000,12.1444,5.1918
41.6000,12.1444,5.1918
41.7000,12.0557,5.1030
41.8000,12.0557,5.1030
41.9000,12.0512,5.0985
42.0000,12.0512,5.0985
42.1000,12.0512,5.0985
42.2000,12.0512,5.0985
42.3000,12.0512,5.0985
42.4000,12.0512,5.0985
42.5000,12.0512,5.0985
42.6000,11.9625,5.0098
42.7000,11.9625,5.0098
42.8000,11.9575,5.0048
42.9000,11.9575,5.0048
43.0000,11.9575,5.0048
43.1000,11.9575,5.0048
43.2000,11.9575,5.0048
43.3000,11.9575,5.0048
43.4000,11.8689,4.9163
43.5000,11.8689,4.9163
43.6000,11.8689,4.9163
43.7000,11.8645,4.9119
43.8000,11.8645,4.9119
43.9000,11.8645,4.9119
44.0000,11.8645,4.9119
44.1000,11.8645,4.9119
44.2000,11.7803,4.8277
44.3000,11.7803,4.8277
44.4000,11.7803,4.8277
44.5000,11.7803,4.8277
44.6000,11.7756,4.8229
44.7000,11.7756,4.8229
44.8000,11.7756,4.8229
44.9000,11.7756,4.8229
45.0000,11.7756,4.8229
45.1000,11.6939,4.7413
45.2000,11.6939,4.7413
45.3000,11.6939,4.7413
45.4000,11.6939,4.7413
45.5000,11.6890,4.7363
45.6000,11.6890,4.7363
45.7000,11.6890,4.7363
45.8000,11.6890,4.7363
45.9000,11.6072,4.6545
46.0000,11.6072,4.6545
46.1000,11.6072,4.6545
46.2000,11.6072,4.6545
46.3000,11.6072,4.6545
46.4000,11.6021,4.6494
46.5000,11.6021,4.6494
46.6000,11.6021,4.6494
46.7000,11.5206,4.5679
46.8000,11.5206,4.5679
46.9000,11.5206,4.5679
47.0000,11.5206,4.5679
47.1000,11.5206,4.5679
47.2000,11.5206,4.5679
47.3000,11.5156,4.5629
47.4000,11.5156,4.5629
47.5000,11.5156,4.5629
47.6000,11.4361,4.4834
47.7000,11.4361,4.4834
47.8000,11.4361,4.4834
47.9000,11.4361,4.4834
48.0000,11.4361,4.4834
48.1000,11.4361,4.4834
48.2000,11.4312,4.4785
48.3000,11.4312,4.4785
48.4000,11.3545,4.4019
48.5000,11.3545,4.4019
48.6000,11.3545,4.4019
48.7000,11.3545,4.4019
48.8000,11.3545,4.4019
48.9000,11.3545,4.4019
49.0000,11.3545,4.4019
49.1000,11.3498,4.3971
49.2000,11.2728,4.3202
49.3000,11.2728,4.3202
49.4000,11.2728,4.3202
49.5000,11.2728,4.3202
49.6000,11.2728,4.3202
49.7000,11.2728,4.3202
49.8000,11.2728,4.3202
49.9000,11.2728,4.3202
50.0000,11.2728,4.3202
50.1000,11.1938,4.2411
50.2000,11.1938,4.2411
50.3000,11.1938,4.2411
50.4000,11.1938,4.2411
50.5000,11.1938,4.2411
50.6000,11.1938,4.2411
50.7000,11.1938,4.2411
50.8000,11.1938,4.2411
50.9000,11.1218,4.1691
51.0000,11.1171,4.1644
51.1000,11.1171,4.1644
51.2000,11.1171,4.1644
51.3000,11.1171,4.1644
51.4000,11.1171,4.1644
51.5000,11.1171,4.1644
51.6000,11.1171,4.1644
51.7000,11.0431,4.0905
51.8000,11.0431,4.0905
51.9000,11.0385,4.0858
52.0000,11.0385,4.0858
52.1000,11.0385,4.0858
52.2000,11.0385,4.0858
52.3000,11.0385,4.0858
52.4000,11.0385,4.0858
52.5000,11.0385,4.0858
52.6000,10.9678,4.0151
52.7000,10.9678,4.0151
52.8000,10.9626,4.0100
52.9000,10.9626,4.0100
53.0000,10.9626,4.0100
53.1000,10.9626,4.0100
53.2000,10.9626,4.0100
53.3000,10.9626,4.0100
53.4000,10.8910,3.9384
53.5000,10.8910,3.9384
53.6000,10.8910,3.9384
53.7000,10.8859,3.9332
53.8000,10.8859,3.9332
53.9000,10.8859,3.9332
54.0000,10.8859,3.9332
54.1000,10.8859,3.9332
54.2000,10.8159,3.8633
54.3000,10.8159,3.8633
54.4000,10.8159,3.8633
54.5000,10.8159,3.8633
54.6000,10.8107,3.8581
54.7000,10.8107,3.8581
54.8000,10.8107,3.8581
54.9000,10.8107,3.8581
55.0000,10.8107,3.8581
55.1000,10.7410,3.7883
55.2000,10.7410,3.7883
55.3000,10.7410,3.7883
55.4000,10.7410,3.7883
55.5000,10.7363,3.7836
55.6000,10.7363,3.7836
55.7000,10.7363,3.7836
55.8000,10.7363,3.7836
55.9000,10.6728,3.7201
56.0000,10.6728,3.7201
56.1000,10.6728,3.7201
56.2000,10.6728,3.7201
56.3000,10.6728,3.7201
56.4000,10.6682,3.7155
56.5000,10.6682,3.7155
56.6000,10.6682,3.7155
56.7000,10.6011,3.6484
56.8000,10.6011,3.6484
56.9000,10.6011,3.6484
57.0000,10.6011,3.6484
57.1000,10.6011,3.6484
57.2000,10.6011,3.6484
57.3000,10.5963,3.6436
57.4000,10.5963,3.6436
57.5000,10.5963,3.6436
57.6000,10.5312,3.5785
57.7000,10.5312,3.5785
57.8000,10.5312,3.5785
57.9000,10.5312,3.5785
58.0000,10.5312,3.5785
58.1000,10.5312,3.5785
58.2000,10.5258,3.5732
58.3000,10.5258,3.5732
58.4000,10.4609,3.5082
58.5000,10.4609,3.5082
58.6000,10.4609,3.5082
58.7000,10.4609,3.5082
58.8000,10.4609,3.5082
58.9000,10.4609,3.5082
59.0000,10.4609,3.5082
59.1000,10.4558,3.5031
59.2000,10.3920,3.4393
59.3000,10.3920,3.4393
59.4000,10.3920,3.4393
59.5000,10.3920,3.4393
59.6000,10.3920,3.4393
59.7000,10.3920,3.4393
59.8000,10.3920,3.4393
59.9000,10.3920,3.4393
60.0000,10.3920,3.4393
60.1000,10.3257,3.3730
60.2000,10.3257,3.3730
60.3000,10.3257,3.3730
60.4000,10.3257,3.3730
60.5000,10.3257,3.3730
60.6000,10.3257,3.3730
60.7000,10.3257,3.3730
60.8000,10.3257,3.3730
60.9000,10.2626,3.3100
61.0000,10.2581,3.3055
61.1000,10.2581,3.3055
61.2000,10.2581,3.3055
61.3000,10.2581,3.3055
61.4000,10.2581,3.3055
61.5000,10.2581,3.3055
61.6000,10.2581,3.3055
61.7000,10.1971,3.2445
61.8000,10.1971,3.2445
61.9000,10.1919,3.2392
62.0000,10.1919,3.2392
62.1000,10.1919,3.2392
62.2000,10.1919,3.2392
62.3000,10.1919,3.2392
62.4000,10.1919,3.2392
62.5000,10.1919,3.2392
62.6000,10.1309,3.1782
62.7000,10.1309,3.1782
