variable,measure,eligible_mean,eligible_lower_95,eligible_upper_95,no_nonwear_mean,no_nonwear_lower_95,no_nonwear_upper_95,excluded_mean,excluded_lower_95,excluded_upper_95,unit
est_sleep_hours,Sleep,8.029541976945662,7.951581930920409,8.107502022970914,7.954082747386125,7.8752917992283376,8.032873695543913,2.0048009420295525,1.788647002770049,2.220954881289056,hours/day
est_sedentary_hours,Waking sedentary,9.79177778643826,9.727031678272237,9.856523894604283,9.800516776779684,9.734281208676848,9.86675234488252,19.255861711903222,18.933612247096324,19.57811117671012,hours/day
est_waking_hours,Waking,15.970458023054327,15.892497977029073,16.04841806907958,16.04591725261388,15.967126304456091,16.124708200771668,21.995199057970435,21.779045118710933,22.211352997229938,hours/day
est_nonsedentary_hours,Waking non-sedentary,6.178680236615997,6.099093876082438,6.258266597149556,6.245400475834225,6.156296772293779,6.3345041793746715,2.7393373460672255,2.4963289446089756,2.9823457475254753,hours/day
est_nonwear_fraction,Non-wear (% of day),0.3489769744832116,0.28143446165501845,0.4165194873114047,0,0,0,65.24779104546825,62.821087566936484,67.67449452400001,percent of day
